Age,Workclass,Qualification,Marital status,occupation,sex,hours.per.week,Country,Income morethan 50k
32,Private,Some-college,Married-civ-spouse,Sales,Male,47,United-States,1
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Male,50,United-States,1
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,48,United-States,1
35,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,40,United-States,1
42,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,43,United-States,1
47,Federal-gov,Bachelors,Married-civ-spouse,Craft-repair,Male,40,United-States,1
34,Local-gov,HS-grad,Married-civ-spouse,Other-service,Female,35,United-States,1
53,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
37,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Male,45,United-States,1
33,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,United-States,1
38,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Male,40,United-States,1
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,60,United-States,1
35,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,80,United-States,1
46,Private,Masters,Married-civ-spouse,Adm-clerical,Male,60,United-States,1
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,30,United-States,1
58,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,40,United-States,1
29,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,70,United-States,1
30,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,United-States,1
53,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,50,United-States,1
53,Private,HS-grad,Married-civ-spouse,Other-service,Male,40,United-States,1
31,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Female,40,United-States,1
46,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,40,United-States,1
59,Private,Assoc-voc,Married-civ-spouse,Sales,Male,50,United-States,1
62,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,40,United-States,1
46,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,35,United-States,1
45,Private,Some-college,Married-civ-spouse,Sales,Male,50,United-States,1
63,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,40,United-States,1
73,Private,1st-4th,Married-civ-spouse,Transport-moving,Male,20,United-States,1
75,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,40,United-States,1
45,Local-gov,Prof-school,Divorced,Prof-specialty,Female,40,United-States,1
39,Private,HS-grad,Divorced,Machine-op-inspct,Male,40,United-States,1
32,State-gov,Some-college,Divorced,Protective-serv,Female,38,United-States,1
25,Private,Bachelors,Never-married,Exec-managerial,Female,60,United-States,1
24,Private,9th,Never-married,Machine-op-inspct,Male,40,United-States,1
24,Private,HS-grad,Never-married,Other-service,Male,30,United-States,1
31,Private,11th,Divorced,Handlers-cleaners,Male,40,United-States,1
31,Private,Some-college,Never-married,Other-service,Male,16,United-States,1
20,Private,HS-grad,Never-married,Adm-clerical,Female,30,United-States,1
39,Private,Some-college,Divorced,Other-service,Female,55,United-States,1
19,Private,HS-grad,Never-married,Other-service,Female,40,United-States,1
18,Private,HS-grad,Never-married,Sales,Female,40,United-States,1
18,Private,Some-college,Never-married,Other-service,Male,20,United-States,1
19,Local-gov,Some-college,Never-married,Adm-clerical,Female,30,United-States,1
17,Private,11th,Never-married,Other-service,Male,15,United-States,1
17,Private,12th,Never-married,Other-service,Female,25,United-States,1
19,Private,Some-college,Never-married,Sales,Female,25,United-States,1
21,Private,Some-college,Never-married,Adm-clerical,Female,35,United-States,1
23,Private,Some-college,Never-married,Adm-clerical,Female,40,United-States,1
39,Self-emp-not-inc,10th,Married-spouse-absent,Other-service,Female,15,United-States,1
20,Private,Some-college,Never-married,Adm-clerical,Female,28,United-States,1
20,State-gov,Assoc-acdm,Never-married,Other-service,Male,20,United-States,1
21,Private,HS-grad,Never-married,Other-service,Female,16,United-States,1
18,Private,HS-grad,Never-married,Handlers-cleaners,Female,15,United-States,1
19,Private,Some-college,Never-married,Tech-support,Male,16,United-States,1
22,Private,Some-college,Never-married,Transport-moving,Male,30,United-States,1
26,Private,Preschool,Married-spouse-absent,Machine-op-inspct,Male,40,Mexico,1
19,Private,HS-grad,Never-married,Other-service,Female,40,United-States,1
22,Private,HS-grad,Married-spouse-absent,Sales,Male,40,United-States,1
37,Private,Bachelors,Never-married,Machine-op-inspct,Male,32,United-States,1
47,Private,9th,Divorced,Other-service,Female,30,United-States,1
57,Private,HS-grad,Widowed,Other-service,Female,25,United-States,1
21,Private,Some-college,Never-married,Craft-repair,Male,30,United-States,1
21,Private,HS-grad,Never-married,Other-service,Male,25,United-States,1
25,Local-gov,HS-grad,Never-married,Farming-fishing,Male,16,United-States,1
23,Private,Bachelors,Never-married,Machine-op-inspct,Female,40,United-States,1
17,Private,9th,Never-married,Handlers-cleaners,Male,15,United-States,1
47,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,40,United-States,0
28,Private,Bachelors,Never-married,Adm-clerical,Male,40,United-States,0
38,Private,Some-college,Never-married,Other-service,Male,40,United-States,0
41,Private,Some-college,Never-married,Craft-repair,Male,40,United-States,0
50,Private,HS-grad,Divorced,Craft-repair,Male,50,United-States,0
29,Federal-gov,Some-college,Never-married,Prof-specialty,Female,40,United-States,0
50,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,5,United-States,0
49,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,42,United-States,0
31,Private,Bachelors,Widowed,Sales,Female,40,Cuba,0
44,Private,Some-college,Divorced,Transport-moving,Male,40,United-States,0
48,Local-gov,Masters,Never-married,Prof-specialty,Female,40,United-States,0
39,Private,Some-college,Divorced,Sales,Male,70,United-States,0
39,Private,Assoc-acdm,Divorced,Prof-specialty,Female,40,United-States,0
32,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,40,United-States,0
42,Local-gov,Some-college,Never-married,Prof-specialty,Female,40,United-States,0
25,Private,Bachelors,Never-married,Exec-managerial,Male,40,United-States,0
42,Federal-gov,11th,Never-married,Tech-support,Male,40,United-States,0
44,Local-gov,Assoc-voc,Never-married,Tech-support,Male,40,United-States,0
38,Private,Bachelors,Never-married,Exec-managerial,Male,40,United-States,0
54,Private,Bachelors,Divorced,Prof-specialty,Male,40,United-States,0
37,Private,Bachelors,Never-married,Prof-specialty,Female,42,United-States,0
62,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,38,United-States,0
44.46753247,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,41.5974026,United-States,0
44.74138905,Private,Bachelors,Never-married,Adm-clerical,Male,41.70863919,United-States,0
45.01524562,Private,Some-college,Never-married,Other-service,Male,41.81987578,United-States,0
45.2891022,Private,Some-college,Never-married,Craft-repair,Male,41.93111237,United-States,0
45.56295878,Private,HS-grad,Divorced,Craft-repair,Male,42.04234896,United-States,0
45.83681536,Federal-gov,Some-college,Never-married,Prof-specialty,Female,42.15358554,United-States,0
46.11067194,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,42.26482213,United-States,0
46.38452851,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,42.37605872,United-States,0
46.65838509,Private,Bachelors,Widowed,Sales,Female,42.48729531,Cuba,0
46.93224167,Private,Some-college,Divorced,Transport-moving,Male,42.5985319,United-States,0
47.20609825,Local-gov,Masters,Never-married,Prof-specialty,Female,42.70976849,United-States,0
47.47995483,Private,Some-college,Divorced,Sales,Male,42.82100508,United-States,0
47.75381141,Private,Assoc-acdm,Divorced,Prof-specialty,Female,42.93224167,United-States,0
48.02766798,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,43.04347826,United-States,0
48.30152456,Local-gov,Some-college,Never-married,Prof-specialty,Female,43.15471485,United-States,0
48.57538114,Private,Bachelors,Never-married,Exec-managerial,Male,43.26595144,United-States,0
48.84923772,Federal-gov,12th,Never-married,Tech-support,Male,43.37718803,United-States,0
49.1230943,Local-gov,Assoc-voc,Never-married,Tech-support,Male,43.48842462,United-States,0
49.39695088,Private,Bachelors,Never-married,Exec-managerial,Male,43.59966121,United-States,0
49.67080745,Private,Bachelors,Divorced,Prof-specialty,Male,43.7108978,United-States,0
49.94466403,Private,Bachelors,Never-married,Prof-specialty,Female,43.82213439,United-States,0
50.21852061,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,43.93337098,United-States,0
50.49237719,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,44.04460757,United-States,0
50.76623377,Private,Bachelors,Never-married,Adm-clerical,Male,44.15584416,United-States,0
51.04009034,Private,Some-college,Never-married,Other-service,Male,44.26708075,United-States,0
51.31394692,Private,Some-college,Never-married,Craft-repair,Male,44.37831733,United-States,0
51.5878035,Private,HS-grad,Divorced,Craft-repair,Male,44.48955392,United-States,0
51.86166008,Federal-gov,Some-college,Never-married,Prof-specialty,Female,44.60079051,United-States,0
52.13551666,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,44.7120271,United-States,0
52.40937324,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,44.82326369,United-States,0
52.68322981,Private,Bachelors,Widowed,Sales,Female,44.93450028,Cuba,0
52.95708639,Private,Some-college,Divorced,Transport-moving,Male,45.04573687,United-States,0
53.23094297,Local-gov,Masters,Never-married,Prof-specialty,Female,45.15697346,United-States,0
53.50479955,Private,Some-college,Divorced,Sales,Male,45.26821005,United-States,0
53.77865613,Private,Assoc-acdm,Divorced,Prof-specialty,Female,45.37944664,United-States,0
54.0525127,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,45.49068323,United-States,0
54.32636928,Local-gov,Some-college,Never-married,Prof-specialty,Female,45.60191982,United-States,0
54.60022586,Private,Bachelors,Never-married,Exec-managerial,Male,45.71315641,United-States,0
54.87408244,Federal-gov,13th,Never-married,Tech-support,Male,45.824393,United-States,0
55.14793902,Local-gov,Assoc-voc,Never-married,Tech-support,Male,45.93562959,United-States,0
55.4217956,Private,Bachelors,Never-married,Exec-managerial,Male,46.04686618,United-States,0
55.69565217,Private,Bachelors,Divorced,Prof-specialty,Male,46.15810277,United-States,0
55.96950875,Private,Bachelors,Never-married,Prof-specialty,Female,46.26933936,United-States,0
56.24336533,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,46.38057595,United-States,0
56.51722191,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,46.49181254,United-States,0
56.79107849,Private,Bachelors,Never-married,Adm-clerical,Male,46.60304912,United-States,0
57.06493506,Private,Some-college,Never-married,Other-service,Male,46.71428571,United-States,0
57.33879164,Private,Some-college,Never-married,Craft-repair,Male,46.8255223,United-States,0
57.61264822,Private,HS-grad,Divorced,Craft-repair,Male,46.93675889,United-States,0
57.8865048,Federal-gov,Some-college,Never-married,Prof-specialty,Female,47.04799548,United-States,0
58.16036138,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,47.15923207,United-States,0
58.43421796,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,47.27046866,United-States,0
58.70807453,Private,Bachelors,Widowed,Sales,Female,47.38170525,Cuba,0
58.98193111,Private,Some-college,Divorced,Transport-moving,Male,47.49294184,United-States,0
59.25578769,Local-gov,Masters,Never-married,Prof-specialty,Female,47.60417843,United-States,0
59.52964427,Private,Some-college,Divorced,Sales,Male,47.71541502,United-States,0
59.80350085,Private,Assoc-acdm,Divorced,Prof-specialty,Female,47.82665161,United-States,0
60.07735743,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,47.9378882,United-States,0
60.351214,Local-gov,Some-college,Never-married,Prof-specialty,Female,48.04912479,United-States,0
60.62507058,Private,Bachelors,Never-married,Exec-managerial,Male,48.16036138,United-States,0
60.89892716,Federal-gov,14th,Never-married,Tech-support,Male,48.27159797,United-States,0
61.17278374,Local-gov,Assoc-voc,Never-married,Tech-support,Male,48.38283456,United-States,0
61.44664032,Private,Bachelors,Never-married,Exec-managerial,Male,48.49407115,United-States,0
61.72049689,Private,Bachelors,Divorced,Prof-specialty,Male,48.60530774,United-States,0
61.99435347,Private,Bachelors,Never-married,Prof-specialty,Female,48.71654433,United-States,0
62.26821005,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,48.82778091,United-States,0
62.54206663,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,48.9390175,United-States,0
62.81592321,Private,Bachelors,Never-married,Adm-clerical,Male,49.05025409,United-States,0
63.08977979,Private,Some-college,Never-married,Other-service,Male,49.16149068,United-States,0
63.36363636,Private,Some-college,Never-married,Craft-repair,Male,49.27272727,United-States,0
63.63749294,Private,HS-grad,Divorced,Craft-repair,Male,49.38396386,United-States,0
63.91134952,Federal-gov,Some-college,Never-married,Prof-specialty,Female,49.49520045,United-States,0
64.1852061,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,49.60643704,United-States,0
64.45906268,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,49.71767363,United-States,0
64.73291925,Private,Bachelors,Widowed,Sales,Female,49.82891022,Cuba,0
65.00677583,Private,Some-college,Divorced,Transport-moving,Male,49.94014681,United-States,0
65.28063241,Local-gov,Masters,Never-married,Prof-specialty,Female,50.0513834,United-States,0
65.55448899,Private,Some-college,Divorced,Sales,Male,50.16261999,United-States,0
65.82834557,Private,Assoc-acdm,Divorced,Prof-specialty,Female,50.27385658,United-States,0
66.10220215,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,50.38509317,United-States,0
66.37605872,Local-gov,Some-college,Never-married,Prof-specialty,Female,50.49632976,United-States,0
66.6499153,Private,Bachelors,Never-married,Exec-managerial,Male,50.60756635,United-States,0
66.92377188,Federal-gov,15th,Never-married,Tech-support,Male,50.71880294,United-States,0
67.19762846,Local-gov,Assoc-voc,Never-married,Tech-support,Male,50.83003953,United-States,0
67.47148504,Private,Bachelors,Never-married,Exec-managerial,Male,50.94127612,United-States,0
67.74534161,Private,Bachelors,Divorced,Prof-specialty,Male,51.0525127,United-States,0
68.01919819,Private,Bachelors,Never-married,Prof-specialty,Female,51.16374929,United-States,0
68.29305477,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,51.27498588,United-States,0
68.56691135,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,51.38622247,United-States,0
68.84076793,Private,Bachelors,Never-married,Adm-clerical,Male,51.49745906,United-States,0
69.11462451,Private,Some-college,Never-married,Other-service,Male,51.60869565,United-States,0
69.38848108,Private,Some-college,Never-married,Craft-repair,Male,51.71993224,United-States,0
69.66233766,Private,HS-grad,Divorced,Craft-repair,Male,51.83116883,United-States,0
69.93619424,Federal-gov,Some-college,Never-married,Prof-specialty,Female,51.94240542,United-States,0
70.21005082,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,52.05364201,United-States,0
70.4839074,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,52.1648786,United-States,0
70.75776398,Private,Bachelors,Widowed,Sales,Female,52.27611519,Cuba,0
71.03162055,Private,Some-college,Divorced,Transport-moving,Male,52.38735178,United-States,0
71.30547713,Local-gov,Masters,Never-married,Prof-specialty,Female,52.49858837,United-States,0
71.57933371,Private,Some-college,Divorced,Sales,Male,52.60982496,United-States,0
71.85319029,Private,Assoc-acdm,Divorced,Prof-specialty,Female,52.72106155,United-States,0
72.12704687,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,52.83229814,United-States,0
72.40090344,Local-gov,Some-college,Never-married,Prof-specialty,Female,52.94353473,United-States,0
72.67476002,Private,Bachelors,Never-married,Exec-managerial,Male,53.05477132,United-States,0
72.9486166,Federal-gov,16th,Never-married,Tech-support,Male,53.16600791,United-States,0
73.22247318,Local-gov,Assoc-voc,Never-married,Tech-support,Male,53.27724449,United-States,0
73.49632976,Private,Bachelors,Never-married,Exec-managerial,Male,53.38848108,United-States,0
73.77018634,Private,Bachelors,Divorced,Prof-specialty,Male,53.49971767,United-States,0
74.04404291,Private,Bachelors,Never-married,Prof-specialty,Female,53.61095426,United-States,0
74.31789949,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,53.72219085,United-States,0
74.59175607,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,53.83342744,United-States,0
74.86561265,Private,Bachelors,Never-married,Adm-clerical,Male,53.94466403,United-States,0
75.13946923,Private,Some-college,Never-married,Other-service,Male,54.05590062,United-States,0
75.4133258,Private,Some-college,Never-married,Craft-repair,Male,54.16713721,United-States,0
75.68718238,Private,HS-grad,Divorced,Craft-repair,Male,54.2783738,United-States,0
75.96103896,Federal-gov,Some-college,Never-married,Prof-specialty,Female,54.38961039,United-States,0
76.23489554,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,54.50084698,United-States,0
76.50875212,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,54.61208357,United-States,0
76.7826087,Private,Bachelors,Widowed,Sales,Female,54.72332016,Cuba,0
77.05646527,Private,Some-college,Divorced,Transport-moving,Male,54.83455675,United-States,0
77.33032185,Local-gov,Masters,Never-married,Prof-specialty,Female,54.94579334,United-States,0
77.60417843,Private,Some-college,Divorced,Sales,Male,55.05702993,United-States,0
77.87803501,Private,Assoc-acdm,Divorced,Prof-specialty,Female,55.16826652,United-States,0
78.15189159,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,55.27950311,United-States,0
78.42574816,Local-gov,Some-college,Never-married,Prof-specialty,Female,55.3907397,United-States,0
78.69960474,Private,Bachelors,Never-married,Exec-managerial,Male,55.50197628,United-States,0
78.97346132,Federal-gov,17th,Never-married,Tech-support,Male,55.61321287,United-States,0
79.2473179,Local-gov,Assoc-voc,Never-married,Tech-support,Male,55.72444946,United-States,0
79.52117448,Private,Bachelors,Never-married,Exec-managerial,Male,55.83568605,United-States,0
79.79503106,Private,Bachelors,Divorced,Prof-specialty,Male,55.94692264,United-States,0
80.06888763,Private,Bachelors,Never-married,Prof-specialty,Female,56.05815923,United-States,0
80.34274421,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,56.16939582,United-States,0
80.61660079,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,56.28063241,United-States,0
80.89045737,Private,Bachelors,Never-married,Adm-clerical,Male,56.391869,United-States,0
81.16431395,Private,Some-college,Never-married,Other-service,Male,56.50310559,United-States,0
81.43817053,Private,Some-college,Never-married,Craft-repair,Male,56.61434218,United-States,0
81.7120271,Private,HS-grad,Divorced,Craft-repair,Male,56.72557877,United-States,0
81.98588368,Federal-gov,Some-college,Never-married,Prof-specialty,Female,56.83681536,United-States,0
82.25974026,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,56.94805195,United-States,0
82.53359684,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,57.05928854,United-States,0
82.80745342,Private,Bachelors,Widowed,Sales,Female,57.17052513,Cuba,0
83.08130999,Private,Some-college,Divorced,Transport-moving,Male,57.28176172,United-States,0
83.35516657,Local-gov,Masters,Never-married,Prof-specialty,Female,57.39299831,United-States,0
83.62902315,Private,Some-college,Divorced,Sales,Male,57.5042349,United-States,0
83.90287973,Private,Assoc-acdm,Divorced,Prof-specialty,Female,57.61547149,United-States,0
84.17673631,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,57.72670807,United-States,0
84.45059289,Local-gov,Some-college,Never-married,Prof-specialty,Female,57.83794466,United-States,0
84.72444946,Private,Bachelors,Never-married,Exec-managerial,Male,57.94918125,United-States,0
84.99830604,Federal-gov,18th,Never-married,Tech-support,Male,58.06041784,United-States,0
85.27216262,Local-gov,Assoc-voc,Never-married,Tech-support,Male,58.17165443,United-States,0
85.5460192,Private,Bachelors,Never-married,Exec-managerial,Male,58.28289102,United-States,0
85.81987578,Private,Bachelors,Divorced,Prof-specialty,Male,58.39412761,United-States,0
86.09373235,Private,Bachelors,Never-married,Prof-specialty,Female,58.5053642,United-States,0
86.36758893,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,58.61660079,United-States,0
86.64144551,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,58.72783738,United-States,0
86.91530209,Private,Bachelors,Never-married,Adm-clerical,Male,58.83907397,United-States,0
87.18915867,Private,Some-college,Never-married,Other-service,Male,58.95031056,United-States,0
87.46301525,Private,Some-college,Never-married,Craft-repair,Male,59.06154715,United-States,0
87.73687182,Private,HS-grad,Divorced,Craft-repair,Male,59.17278374,United-States,0
88.0107284,Federal-gov,Some-college,Never-married,Prof-specialty,Female,59.28402033,United-States,0
88.28458498,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,59.39525692,United-States,0
88.55844156,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,59.50649351,United-States,0
88.83229814,Private,Bachelors,Widowed,Sales,Female,59.6177301,Cuba,0
89.10615471,Private,Some-college,Divorced,Transport-moving,Male,59.72896669,United-States,0
89.38001129,Local-gov,Masters,Never-married,Prof-specialty,Female,59.84020327,United-States,0
89.65386787,Private,Some-college,Divorced,Sales,Male,59.95143986,United-States,0
89.92772445,Private,Assoc-acdm,Divorced,Prof-specialty,Female,60.06267645,United-States,0
90.20158103,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,60.17391304,United-States,0
90.47543761,Local-gov,Some-college,Never-married,Prof-specialty,Female,60.28514963,United-States,0
90.74929418,Private,Bachelors,Never-married,Exec-managerial,Male,60.39638622,United-States,0
91.02315076,Federal-gov,19th,Never-married,Tech-support,Male,60.50762281,United-States,0
91.29700734,Local-gov,Assoc-voc,Never-married,Tech-support,Male,60.6188594,United-States,0
91.57086392,Private,Bachelors,Never-married,Exec-managerial,Male,60.73009599,United-States,0
91.8447205,Private,Bachelors,Divorced,Prof-specialty,Male,60.84133258,United-States,0
92.11857708,Private,Bachelors,Never-married,Prof-specialty,Female,60.95256917,United-States,0
92.39243365,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,61.06380576,United-States,0
92.66629023,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,61.17504235,United-States,0
92.94014681,Private,Bachelors,Never-married,Adm-clerical,Male,61.28627894,United-States,0
93.21400339,Private,Some-college,Never-married,Other-service,Male,61.39751553,United-States,0
93.48785997,Private,Some-college,Never-married,Craft-repair,Male,61.50875212,United-States,0
93.76171654,Private,HS-grad,Divorced,Craft-repair,Male,61.61998871,United-States,0
94.03557312,Federal-gov,Some-college,Never-married,Prof-specialty,Female,61.7312253,United-States,0
94.3094297,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,61.84246189,United-States,0
94.58328628,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,61.95369848,United-States,0
94.85714286,Private,Bachelors,Widowed,Sales,Female,62.06493506,Cuba,0
95.13099944,Private,Some-college,Divorced,Transport-moving,Male,62.17617165,United-States,0
95.40485601,Local-gov,Masters,Never-married,Prof-specialty,Female,62.28740824,United-States,0
95.67871259,Private,Some-college,Divorced,Sales,Male,62.39864483,United-States,0
95.95256917,Private,Assoc-acdm,Divorced,Prof-specialty,Female,62.50988142,United-States,0
96.22642575,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,62.62111801,United-States,0
96.50028233,Local-gov,Some-college,Never-married,Prof-specialty,Female,62.7323546,United-States,0
96.7741389,Private,Bachelors,Never-married,Exec-managerial,Male,62.84359119,United-States,0
97.04799548,Federal-gov,20th,Never-married,Tech-support,Male,62.95482778,United-States,0
97.32185206,Local-gov,Assoc-voc,Never-married,Tech-support,Male,63.06606437,United-States,0
97.59570864,Private,Bachelors,Never-married,Exec-managerial,Male,63.17730096,United-States,0
97.86956522,Private,Bachelors,Divorced,Prof-specialty,Male,63.28853755,United-States,0
98.1434218,Private,Bachelors,Never-married,Prof-specialty,Female,63.39977414,United-States,0
98.41727837,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,63.51101073,United-States,0
98.69113495,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,63.62224732,United-States,0
98.96499153,Private,Bachelors,Never-married,Adm-clerical,Male,63.73348391,United-States,0
99.23884811,Private,Some-college,Never-married,Other-service,Male,63.8447205,United-States,0
99.51270469,Private,Some-college,Never-married,Craft-repair,Male,63.95595709,United-States,0
99.78656126,Private,HS-grad,Divorced,Craft-repair,Male,64.06719368,United-States,0
100.0604178,Federal-gov,Some-college,Never-married,Prof-specialty,Female,64.17843027,United-States,0
100.3342744,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,64.28966685,United-States,0
100.608131,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,64.40090344,United-States,0
100.8819876,Private,Bachelors,Widowed,Sales,Female,64.51214003,Cuba,0
101.1558442,Private,Some-college,Divorced,Transport-moving,Male,64.62337662,United-States,0
101.4297007,Local-gov,Masters,Never-married,Prof-specialty,Female,64.73461321,United-States,0
101.7035573,Private,Some-college,Divorced,Sales,Male,64.8458498,United-States,0
101.9774139,Private,Assoc-acdm,Divorced,Prof-specialty,Female,64.95708639,United-States,0
102.2512705,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,65.06832298,United-States,0
102.525127,Local-gov,Some-college,Never-married,Prof-specialty,Female,65.17955957,United-States,0
102.7989836,Private,Bachelors,Never-married,Exec-managerial,Male,65.29079616,United-States,0
103.0728402,Federal-gov,21st,Never-married,Tech-support,Male,65.40203275,United-States,0
103.3466968,Local-gov,Assoc-voc,Never-married,Tech-support,Male,65.51326934,United-States,0
103.6205534,Private,Bachelors,Never-married,Exec-managerial,Male,65.62450593,United-States,0
103.8944099,Private,Bachelors,Divorced,Prof-specialty,Male,65.73574252,United-States,0
104.1682665,Private,Bachelors,Never-married,Prof-specialty,Female,65.84697911,United-States,0
104.4421231,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,65.9582157,United-States,0
104.7159797,Local-gov,Assoc-acdm,Separated,Exec-managerial,Male,66.06945229,United-States,0
104.9898363,Private,Bachelors,Never-married,Adm-clerical,Male,66.18068888,United-States,0
105.2636928,Private,Some-college,Never-married,Other-service,Male,66.29192547,United-States,0
105.5375494,Private,Some-college,Never-married,Craft-repair,Male,66.40316206,United-States,0
105.811406,Private,HS-grad,Divorced,Craft-repair,Male,66.51439864,United-States,0
106.0852626,Federal-gov,Some-college,Never-married,Prof-specialty,Female,66.62563523,United-States,0
106.3591191,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Female,66.73687182,United-States,0
106.6329757,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,Male,66.84810841,United-States,0
106.9068323,Private,Bachelors,Widowed,Sales,Female,66.959345,Cuba,0
107.1806889,Private,Some-college,Divorced,Transport-moving,Male,67.07058159,United-States,0
107.4545455,Local-gov,Masters,Never-married,Prof-specialty,Female,67.18181818,United-States,0
107.728402,Private,Some-college,Divorced,Sales,Male,67.29305477,United-States,0
108.0022586,Private,Assoc-acdm,Divorced,Prof-specialty,Female,67.40429136,United-States,0
108.2761152,Federal-gov,HS-grad,Never-married,Exec-managerial,Female,67.51552795,United-States,0
108.5499718,Local-gov,Some-college,Never-married,Prof-specialty,Female,67.62676454,United-States,0
108.8238283,Private,Bachelors,Never-married,Exec-managerial,Male,67.73800113,United-States,0
109.0976849,Federal-gov,22nd,Never-married,Tech-support,Male,67.84923772,United-States,0
109.3715415,Local-gov,Assoc-voc,Never-married,Tech-support,Male,67.96047431,United-States,0
109.6453981,Private,Bachelors,Never-married,Exec-managerial,Male,68.0717109,United-States,0
109.9192547,Private,Bachelors,Divorced,Prof-specialty,Male,68.18294749,United-States,0
110.1931112,Private,Bachelors,Never-married,Prof-specialty,Female,68.29418408,United-States,0
110.4669678,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Female,68.40542067,United-States,0
